screen_name	id	description	url
TarreseT	404087031	In search of Hermaphrodites? Relatives are willing to procreate within - to start their own lineage of Hermaphrodites! #SayNoToIncest	http://twitter.com/TarreseT
RippethAmy	1673576484	Faith,  #My3Sons♥ Im obsessed w social/politics/a foodie & binge watching   #ImtheFaceofMBC #TeamAmy #NocureforMBC ♋  #travel #tech #science #organicwoman	http://twitter.com/RippethAmy
bellavida1948	3033220512	If traveling were free You'd never see me again. I wish for gills I wish for wings Grateful for my legs but I Dream Always #CAROLINAGIRLS #FSOG#Darker	http://twitter.com/bellavida1948
erinmarie30	31653831	In order to be irreplaceable, one must always be different. -Coco Chanel	http://twitter.com/erinmarie30
aginginplace	17541933	Interior Designer with a passion for creating universal, accessible and sustainable spaces for people of all ages and abilities.	http://twitter.com/aginginplace
CrakedNotBroken	2505870026	Believer of Jesus Christ, Ice Cream, Bibliophile, Ambivert, Internet Addicted #TEAMFREAKINGWITT #Music #Wattpad #AlexA #KristonKK #ChristianK #Hilldestoner	http://twitter.com/CrakedNotBroken
NCPCSA	461236996	Growing and sustaining high quality charter schools that nourish North Carolina children and enrich their families.	http://twitter.com/NCPCSA
CMOofCharlotte	846819655	Aspiring Chief Marketing Officer in Charlotte. Acting Demand Generation Director at privately held B2B powerhouse.	http://twitter.com/CMOofCharlotte
coachmacsjc	365646147	Head Basketball Coach, St. John's College HS I tweet about my passions: All things Basketball, including former and current players, SJC hoops, and my family!	http://twitter.com/coachmacsjc
RiverboatRonHC	2516115806	Official page of Head Coach Ron Rivera	http://twitter.com/RiverboatRonHC
Snow4cast	425024405	Snow Updates, accurate snow warnings and information for Winter 2016-2017, ran by Kasim Awan enthusiast. UK	http://twitter.com/Snow4cast
s_meskill	150851676	Portlandian but not like the show. Never met a pizza or dog I didn't like.	http://twitter.com/s_meskill
bobbrown131	29908387	HTTR	http://twitter.com/bobbrown131
ConPolNews	59004469	Conservative Political News: Commentary and Opinions about the current political climate, from a conservative viewpoint.	http://twitter.com/ConPolNews
CAARMinnesota	288384928	Community Action Against Racism founded in '98 but reborn in 2011 to encourage speech on public airwaves that celebrates diversity.	http://twitter.com/CAARMinnesota
BeaconSqLiving	1708144410	A dynamic new generation of innovative memory care services.	http://twitter.com/BeaconSqLiving
Bronco_Ftball	1242833552	Official Twitter Account of Brookwood Football. State Champs 1996 & 2010. 5x State Finalists. 9 Region Titles. #FAMILY16 #QuestForBest	http://twitter.com/Bronco_Ftball
TheGrahamNash	580951660	Graham Nash has helped shape the world around him through ideas, innovations, and influential works of art for more than four decades.	http://twitter.com/TheGrahamNash
HeritageActNJ	1098775374	Regional Coordinator for @Heritage_Action in charge of New Jersey, Eastern PA, NY, and MD. mike.henry@heritageforamerica.org	http://twitter.com/HeritageActNJ
Kinlocator	4527522500	KIN LOCATOR provides a valuable service to Canadians. Our mission is to connect our clients with their loved ones when they are most needed.	http://twitter.com/Kinlocator
DeservingV	2805316139	As an Investment Banker I raised millions of dollars for startups. Today I seek to help people attain what they want in life through my book Deserving Victory,	http://twitter.com/DeservingV
Thamesport	308663768	A fantastic marina, offering boat slips, moorings, transient slips, gas, and diesel. Located at the mouth of the Thames River in New London, CT.  (860) 442-1151	http://twitter.com/Thamesport
MikeTolj	455884576	Commercial Real Estate professional. Committed to helping every client finds the exact commercial real estate listing they’ve been searching for.	http://twitter.com/MikeTolj
Laura_Peck	20218297	Storyteller. Optimist. PR by day, TV junkie by night. Returned to New England after stops in D.C. & State College. My tweets are my own.	http://twitter.com/Laura_Peck
barteljb	2220297163	Wife, Mother and Nani of four fabulous grandchildren	http://twitter.com/barteljb
Merv_Stevens	275504478	https://t.co/6cHBYWBoum. Digital #Entrepreneur, #Blogger & #Marketing Coach. Strategies to grow your business by leveraging the power of online marketing.	http://twitter.com/Merv_Stevens
tiara_swartz	149273803	KCMO/Northwestern University/Evanston, IL	http://twitter.com/tiara_swartz
CCPRODUSA	3001923471	We  build any event in any location no matter how big or small is your  budget. We can make your dream event a spectacular and unforgettable  event.	http://twitter.com/CCPRODUSA
CACNO	20549630	The Contemporary Arts Center (CAC) is a multidisciplinary arts center dedicated to the presentation, production, and promotion of the art of our time.	http://twitter.com/CACNO
TheKevinFox2691	3687245956	blah blah blah #DMV #Nats #Caps #wizards #HTTR	http://twitter.com/TheKevinFox2691
282tv	152894778	Season 1 finale of '282' aired May 28 on @WTVI. Continue to follow us on Twitter, and on Facebook: http://t.co/fqiN9hB13T.   #CLT   http://t.co/rY3NusIeYk	http://twitter.com/282tv
jhoseperich3	282618536	#SocBizandTech  #Foodie   #MomandWife  #Networking   #LivingLife   ❤️ #CLE  #Volunteering   #CLESportsFan   #Family	http://twitter.com/jhoseperich3
RunMicahsMiles	1365944738	Running to make a difference by surrounding Micah with a community focused on making a difference.	http://twitter.com/RunMicahsMiles
dennis_savoie	2670951600	Republican [Commander in Chief-In GOD We Trust AMERICA]! Pass Elected Official. Marriott Wailea Resort Maui, HI Best Vacation Ever! #TrumpPence2016	http://twitter.com/dennis_savoie
tweepsmap	368711188	Intelligent publishing, community building and influencer analysis platform. Precision segmentation, deep analytics and data-driven engagement for your account.	http://twitter.com/tweepsmap
Veteransatsea	2421021602	The mission of Veterans at Sea, Inc. is to providing holistic programs and support to veterans, their families and caregivers.	http://twitter.com/Veteransatsea
euclidschools	74801180	Euclid City Schools	http://twitter.com/euclidschools
CityResponseHub	773388325	Updates direct from the front line in Leicester. Please do not use twitter to report crime, call 101 or use 999 in an emergency.	http://twitter.com/CityResponseHub
bbcaccounting	449260024	#No1 Dad/Husband. Entrepreneur, Business Growth Guru CEO of 3 Companies. Specialist Accountant/Adviser/Marketing & Media Specialist. #kinghtsfan	http://twitter.com/bbcaccounting
ScottatSWS	1912304461	Keeping websites fresh and secure	http://twitter.com/ScottatSWS
RyanMPriest	3311633402	Internet Marketer, Author, Publisher and Promoter. Expert in driving web traffic and sales. Twitter influencer. I always follow back.	http://twitter.com/RyanMPriest
CareersUCC	94111576	UCC Career Services at University College, Cork, Ireland.   RTs not an endorsement.  #CareersUCC #UCC	http://twitter.com/CareersUCC
WhatWillYouHave	519758445	A new way to find great new cocktail recipes that you'll really like! Tell me what you already enjoy and I'll find you something you'll love.	http://twitter.com/WhatWillYouHave
ariashe	18737768	Journalist since 2006. Business Reporter at @TransportTopics and part-time anchor at @1430WNAV. Formerly @WTOP. Big NY Mets fan!!	http://twitter.com/ariashe
ChgoSketchfest	72065295	The world's largest sketch comedy festival! #Sketchfest2017 @Stage773 is Jan 5 – 15 and it's our sweet sixteen! 🎈	http://twitter.com/ChgoSketchfest
IR_NQueen	1708156434	Radio Personality at http://t.co/8r1n65WVCH / Iheart radio Thursday Nights 8-9pm Venus vs Mars for all of your Relationships needs.....POET at Spokenword Lounge	http://twitter.com/IR_NQueen
MansionMania990	1398967267	The Legends of Slim, Philly, Suit, and Bishop! We are Las Vegas, Rule 1:The nights not over till its a win Rule 2:THE NIGHTS NOT OVER TILL ITS A WIN! #Flight909	http://twitter.com/MansionMania990
SciotoUC	1068892076	We are a convenient health care alternative to your regular doctor. Helping families stay healthy.	http://twitter.com/SciotoUC
JillianLouis	50542224	Performer	http://twitter.com/JillianLouis
brynnaquillin	30556239	MPP candidate at @Kennedy_School. Passionate about politics, sports, and bad 90's/00's pop music. Proud @Cal grad #GoBears	http://twitter.com/brynnaquillin
thebryandavis	17932888	Merrymaker, runner, plant eater, and Senior Manager of Audience Development @nytimes; opinions are my own concerning pizza, ukuleles, and Bigfoot.	http://twitter.com/thebryandavis
RogersCCBOR	2565632143	Larry R. Rogers, Jr.   Cook County Board of Review Commissioner	http://twitter.com/RogersCCBOR
laomar132	725860847247990786	❤️corazon	http://twitter.com/laomar132
JakeTDunlap	88350131	CEO @Skaledcom and previous VP of Sales @glassdoor @nowaitapp @chartbeat & other growth companies. Sales trends, travel, KC sports & BBQ	http://twitter.com/JakeTDunlap
kristentastic	21534282	Keep Calm and Go Tigers	http://twitter.com/kristentastic
Team_Tunnell	754375198766276608	Mortgage Super-Hero, Southwest Funding Branch Manager. Walking our customers through every step of the home buying process. 972-905-9745	http://twitter.com/Team_Tunnell
julia_klee	2934157388	I like things that go vroom. Business/Communications/Honors senior @UM_Dearborn. Baseball umpire. Caregiver. Fitness addict. Workaholic. EN/DE.	http://twitter.com/julia_klee
Rob_Moshe	21682094	Professional Business and Life Coach. Mastering Attraction Marketing. Focused on Helping You Grow Your Greatness and Lead the Pack, Not Follow It.	http://twitter.com/Rob_Moshe
healthcarenuts	45764940	I'm nuts about health care for myself and others	http://twitter.com/healthcarenuts
AZsebedics	2372443783	2 Corinthians 4:18   '19	http://twitter.com/AZsebedics
SAHealthCrave	512756681	HealthCrave Medical Centers is a multidisciplinary wellness facility aimed at focusing on the primary health of the whole person.	http://twitter.com/SAHealthCrave
TVLine	227347152	All TV. No Interference.	http://twitter.com/TVLine
BlancaMoor	2361413834	Social Media Manager for @EntreprePro Please Retweet https://t.co/yPIyD40ArR and Be a Part of My Tweet.	http://twitter.com/BlancaMoor
miaLIVE1	2590000324	Its all about Empowerment , Laughter, Praise every thurs afternoon @12pm EST on https://t.co/FYVpMFDlYy or Download LookUpRadio app off your mobile device	http://twitter.com/miaLIVE1
UnitedWaySELA	21909909	United Way of Southeast Louisiana envisions equitable communities where all individuals are healthy, educated and economically stable.	http://twitter.com/UnitedWaySELA
jeffGar99	66501633	Love watching comedy TV series, Reading Entertainment Gossip and Playing Sports	http://twitter.com/jeffGar99
ChicWorldCork	3513591315	We are a Jewellery store on Oliver Plunkett St, Cork City. Situated across from the GPO.	http://twitter.com/ChicWorldCork
melissagesing	21719328	Helping the world see, literally and figuratively. Leader. Optician. Political activist. Fashionista. #IowaNative #PANK #RescueMama #NavySister	http://twitter.com/melissagesing
ShakopeeMN	23486419	The Shakopee Chamber & Visitors Bureau is  committed to promoting Business and Tourism in the #Shakopee area http://t.co/fFDoQQDKwo	http://twitter.com/ShakopeeMN
BOOZYapp	2648656470	# 1 app to find #HappyHour #Brunch and #DailyDeals #boozyapp	http://twitter.com/BOOZYapp
cread	16517907	Ops, Dev, and everything in between. Generalist	http://twitter.com/cread
ThurstonChamber	351735497	The voice of the Thurston County business community since 1873. Follow us for local business events and networking opportunities.	http://twitter.com/ThurstonChamber
k_chu	20739292	Your behavior is a reflection of what you truly believe	http://twitter.com/k_chu
rtmilwaukee	594683518	To provide FREE, professional quality home repairs & accessibility modifications  for low-income homeowners in the Milwaukee and Waukesha Counties.	http://twitter.com/rtmilwaukee
JackieGilliesTV	270264581	Enquiries: media@xojackie.com Founder & Owner Ambassador of @LaMascaraBevCo, Psychic Medium, #RHOMelbourne star, TV personality #ShineShineShine	http://twitter.com/JackieGilliesTV
clpahmiyer	33642475	Wife. Sister. Daughter. Aunt. Enjoys Writing, Tennis, Wine + All the foods, Football Season, Traveling... not necessarily in that order.	http://twitter.com/clpahmiyer
Fuck_All_Nigga	1390282866	They call me Ünçlejü If you ain't hip then get hip Three star⭐️ athlete Football,Track,Basketball, and Lowkey Trippy Artist #RIP12	http://twitter.com/Fuck_All_Nigga
D1boundSilvels	3242949410	  Instagram:@d1boundsilvels   Patrick henry high school    #C/O 2017  Follow my main account: prince_silvels  	http://twitter.com/D1boundSilvels
Sassy_la_Rue	278605438	Marketing maven & #Macclesfield's sweetheart	http://twitter.com/Sassy_la_Rue
brandijude	269843399	Marketing & Social Media specializing in #Fitness, #Wellness, & #Technology. An avid veggie juice enthusiast who believes good health is the ultimate freedom.	http://twitter.com/brandijude
WillHurd	74313566	Official campaign account of Representative Will Hurd.  #TX23	http://twitter.com/WillHurd
danicab	15211668	@SyracuseU '06, Fan of four seasons, local cuisine, wine, travel, boating and sunshine.	http://twitter.com/danicab
ELAtimes	129519741	Digital Media Manager and Editor @Beliefnet. https://t.co/bR84K34vMU	http://twitter.com/ELAtimes
SRESanDiego	21913898	Shea Real Estate is based in San Diego, California and specializes in luxury home sales, real estate investing, and land acquisitions.	http://twitter.com/SRESanDiego
brunoboni	35876056	Ass. Analyst @ Panarea Partners, Inc. MSc Sustainability Mgmt @Columbia. Environ. Econ @Puc_Rio. Pres. @EcoAmazonia, Partner @VanguardaTV, Nature Photographer	http://twitter.com/brunoboni
Rhaj_the_wonder	228212673	Big reader.  A vulgar & incendiary guy. a certifiable bomb thrower. atheist. political activist and occasional troll. #NotMyPresident	http://twitter.com/Rhaj_the_wonder
KissFM_1031	992004350	An Urban Adult Contemporary station in Columbia, SC playing the Best Variety of R&B from the 80's, 90's and Today!	http://twitter.com/KissFM_1031
Dorv	22584243	I'm a rabble rouser. I rouse rabbles. Project Manager, co-host of @BlockBlusterPod and professional brick-wall-arguer. Opinions are mine (and correct!).	http://twitter.com/Dorv
MajorBradHudson	328188880	Retired Major with Cary Police Department (NC). Husband & Father. Follower of Sports, Entertainment and US History.	http://twitter.com/MajorBradHudson
RachelSmolkin	423804754	Executive Editor @CNNPolitics. Past @politico, @usatoday. RTs ≠ endorsements.	http://twitter.com/RachelSmolkin
lauralylewis	2257556158	Official site for comedy, one liners and what in the world were they thinking.	http://twitter.com/lauralylewis
nidhiprakash	20341316	Journalist. NYC via Sydney, London, Santiago, Auckland, Mumbai. Reporter @fusion via @politicony @cbsnews @abcaustralia	http://twitter.com/nidhiprakash
ErikZ	366482523	Just trying to make 'em laugh // on-air and on-screen. Hear Me every night 6-11p on @1035KissFM!! Also- https://t.co/3JyyKrhg90, @B925FM & @TheBull1017	http://twitter.com/ErikZ
outdoors7	357937192	like outdoors	http://twitter.com/outdoors7
JohnAvlon	52596376	Editor-in-Chief of The Daily Beast. CNN analyst. Author of Independent Nation, Wingnuts and Deadline Artists. @margarethoover's husband, Jack & Toula Lou's dad.	http://twitter.com/JohnAvlon
jkf1998	2173178744	UConn 2020	http://twitter.com/jkf1998
iAmSteveWhyte	19854095	12x Author   Ghostwriter   for Serious Enquiries about Ghostwriting Services (E) sarahsmith@better-days.co.uk	http://twitter.com/iAmSteveWhyte
402webpage	187367310	Little Mountain Web Design services Omaha, NE, US & world with custom websites, online marketing & search engine optimization, (SEO).	http://twitter.com/402webpage
RachelJeger	1337158838	Online Marketing Manager @cardcash. Mom of 2 cuties. Can't resist a good deal. Need some great insider stats and tips about gift cards? Tweet me!	http://twitter.com/RachelJeger
chetbuchanan	28341137	Host of Chet Buchanan & The Morning Zoo on 98.5 KLUC. TV Personality, Professional Emcee, Auctioneer, and Voice of Las Vegas Motor Speedway.	http://twitter.com/chetbuchanan
esthersusag	328634126	Attitude is something you can control, think happy be happy.	http://twitter.com/esthersusag
Regenstrief	171464986	Better care. Better health. Internationally recognized #informatics and #research organization. Join us! Follow @RegenstriefJobs	http://twitter.com/Regenstrief
KellyAndresen1	2439057560	VP, Head of Branded Content, @Gannett	http://twitter.com/KellyAndresen1
HannahHakodesh	3015260908	peace & gratitude	http://twitter.com/HannahHakodesh
Ann_Pierret	207749217	Fordham University '14. WILX Ch 10 Reporter, Lansing MI. Texas RANGERS Fan. American by Birth, Texan by the Grace of God.	http://twitter.com/Ann_Pierret
Jae206	385335130	Seattle to The North Shore of Oahu, Hawai'i & back to Seattle! 12th man fan since'82 I'M IN Go Hawks!	http://twitter.com/Jae206
tmancinirealtor	26659447	Specializing in Real Estate Sales in Greater Cincinnati...and observations about our world, sports, and life in general.	http://twitter.com/tmancinirealtor
reportster	415767794	That growing up thing might include journalism and writing. The latest lil' epiphany is that I really enjoy it. Oh yea-- Be GOOD and HAVE FUN!	http://twitter.com/reportster
_jmillard	2716772719	Founder/Adviser/Coach @YOLO_FS. Driven by relationships. Helping motivated people build wealth for the right reasons #itsallaboutyou #makeithappen	http://twitter.com/_jmillard
corybronze	472322359	Restaurant marketer with a thirst for knowledge, brews, blues & bbq.	http://twitter.com/corybronze
Dalph81	188021056	I'm on your radio, doing traffic and sports reports. Redskins, Caps, Nationals, News, Business, Wine, Food	http://twitter.com/Dalph81
IvanMisner	17543366	Founder of BNI, the world's largest business networking company, which has over 7,000 chapters throughout every populated continent of the world.	http://twitter.com/IvanMisner
willc02003	838327194	hey this is wiliam clark aka tha midwestbadboy aka tha young gunner aka mr 312 im 5'7 from tha chitown now living in jonesboro ark and im married	http://twitter.com/willc02003
Chef_Tune	1538862889	For all media inquiries contact CatriceArmstrong@pr-werks.com	http://twitter.com/Chef_Tune
dwelldbseattle	124233800	modern, green, thoughtful seattle homes.	http://twitter.com/dwelldbseattle
AlexisAcosta	15896658	I'm not short, I'm fun size.	http://twitter.com/AlexisAcosta
IvoryKapp	2414501106	V.P. of Moovietyme Live Streaming	http://twitter.com/IvoryKapp
DjNiKki	19723258	Im NIKKI from B96 radio CHICAGO. LISTEN m-f 10a-2p and smile @ a stranger BaBy, they will catch it & pass it on to another. Don't BS ppl just B real. ♥	http://twitter.com/DjNiKki
iThink_ent	797412331	Blood of a Slave Heart of a King	http://twitter.com/iThink_ent
ptsip	99091138	just a simple & passionate where in search of excellence for better living.  – https://t.co/L2044GrpM7 – https://t.co/1A5wN0pyeY	http://twitter.com/ptsip
Ello847	105890398	Keep Your Priorities Straight!	http://twitter.com/Ello847
FJPence	223615407	Celiac, OUTSPOKEN, Outgoing...lovin my Missouri roots, reader, traveler, Social Media addict	http://twitter.com/FJPence
xavierlur	12589972	Digital Ninja, Photographer. Previously worked at @Yahoo, @Microsoft, ad agency @Ogilvy. Now serving the nation.	http://twitter.com/xavierlur
Ed_Crooks	95740980	US Industry and Energy Editor at the Financial Times, based in New York	http://twitter.com/Ed_Crooks
Wix	6608082	A web development platform that lets anyone create a beautiful website using simple drag & drop tools - for free! Try out our new design AI #WixADI	http://twitter.com/Wix
SRobTweets	332018940	Developer Advocate for @googlecloud. Connoisseur of code, country music, and all things Harry Potter.	http://twitter.com/SRobTweets
adamlesner	1646507310	Whatever you are... be a good one. Portfolio Loan   Mortgage Guide #nolimits	http://twitter.com/adamlesner
Dave4FtMyers	338291677	Dave Shestokas (@shestokas) Atty/Author Constitutional Sound Bites:  http://t.co/VXDL6La30s #Constitution #NaturalLaw #tcot	http://twitter.com/Dave4FtMyers
Just_ReDz	370768956	Wabash College Alumnus, Phi Kappa Psi	http://twitter.com/Just_ReDz
RareCat	19068720	Located on the southern shore of Lake Ontario, I am a Photographer/Writer/Collector/Artist/Carpenter/Sociologist/Historian/Curator/Treasure Hunter/BeachComber	http://twitter.com/RareCat
mwpastore	19633055	founder and chief architect @fanriff_. former data integration guru @discover. vibrant baritone. thoughts and opinions here and @perlkour are my own!	http://twitter.com/mwpastore
brendonwalsh	25723502	Guess how many fingers I'm holding up my butt. https://t.co/ghHmVpC2Xh	http://twitter.com/brendonwalsh
emilyjashinsky	28231540	Spokeswoman at @YAF • Campus news at https://t.co/DEGNCwgGyJ • Email ejashinsky@yaf.org • Passionate about reality television.	http://twitter.com/emilyjashinsky
SangyeH	54744689	Buddhist nun at @kunzangpalyul, chiropractor, Progressive, animal lover. RPCV-Ghana. Civil discourse only. #LoveTrumpsHate #ResistTrump	http://twitter.com/SangyeH
TheRealSportico	23012797	Sportico: My sports opinions are my own. Im in a serious love/ hate relationship with all sports.	http://twitter.com/TheRealSportico
thetomester13	312378868	I'm kind of a geek.	http://twitter.com/thetomester13
YourethecureOH	17163267	The American Heart Association's #heartdisease & #stroke #advocacy network & public policy efforts in the great state of #Ohio.	http://twitter.com/YourethecureOH
HeyJarmaine	209431683	I'm Jarmaine. Hello.	http://twitter.com/HeyJarmaine
arizonapbs	22696550	With more than 1 million viewers each week, Arizona PBS consistently ranks among the most-viewed public television stations per capita in the country.	http://twitter.com/arizonapbs
sezginchelsea	755495807068045312	Cuban/Turkish, polisci grad, just another typical bio	http://twitter.com/sezginchelsea
BLWalkOn	437655076	Founder & CEO of Walk-On's Enterprises; Everyone Needs a Little Playing Time	http://twitter.com/BLWalkOn
spoosnsru	2331402978	Going off the rails on a  train..Sharing my fate with my beloved dog & my nurse/musician  husband.	http://twitter.com/spoosnsru
tairao89	1270336344	learning how to adulting 😂😍😍	http://twitter.com/tairao89
methodmiley	3596550200	Your one stop shop for all your online needs!	http://twitter.com/methodmiley
NWSMedford	592209984	Official Twitter account for NWS, Medford, OR. Tweets do not always reflect current information. For current official info, visit: http://t.co/ddAoYTDVlN	http://twitter.com/NWSMedford
CredibleLA	167073775	Visionary	http://twitter.com/CredibleLA
cjwoodall	223154110	Embedded Systems and Electrical Engineer. Rock climber, composer, reader of books.  Sometimes I write about what I do!	http://twitter.com/cjwoodall
stevestone	3272231378	The OFFICIAL Twitter page for Chicago White Sox Color Analyst Steve Stone.	http://twitter.com/stevestone
kirkoemro	2502486445	I write. I sing. I play some guitar.  I don't dance much. But I guess I dance a little. I'm also a  musician @therapeuticmsc	http://twitter.com/kirkoemro
greenmarkpr	20103787	#GreenMarkPR specializes in promoting green spaces, places and issues #Chicago-based #sustainable #green #media #marketing #PR #message development	http://twitter.com/greenmarkpr
buchgr	1061278800	Past @google (@grpcio), @Apple (iCloud Infrastructure), @Microsoft (@Office365), @gsoc'14 (@netty_project, @TwitterOSS, @normanmaurer)	http://twitter.com/buchgr
rickybobdal	58821384	Christian Married Dad Airline Pilot Golfing Jazz-loving Fisherman  Ex-USAF Tanker Toad OU Dad - Boomer Sooner!	http://twitter.com/rickybobdal
Stevenvelez	30140181	Student of Criminal Justice, Business, and Education. Starwars, LOTRs, Pokemon, Marvel, DC, and Walking dead. Comedy is Passion. Mind of that of a pulsar.	http://twitter.com/Stevenvelez
AnnaCarlson912	418221438	Originally from Alameda, CA. Video Adviser for the EBRD in London. All views are my own.	http://twitter.com/AnnaCarlson912
Fairey1111	1634292704	Love traveling ! Flying on my broom!  Ordained Healing Wican Minister.	http://twitter.com/Fairey1111
NCI_AMGeiger	4235921745	Working to improve cancer care & outcomes through research.  Tweets, RT, & follows are not endorsements & reflect my opinions not those of government.	http://twitter.com/NCI_AMGeiger
Olathe_wx	4745607913	Weather station located near Green Springs Elementary School (146th and Mullen).  Running on a Raspberry Pi 2 and Acurite 01036.	http://twitter.com/Olathe_wx
TheDePaulia	185038486	DePaul University's student-run newspaper. Follow The DePaulia on Instagram, Snapchat and Facebook.  Sign up for our newsletter: https://t.co/twxxYwth7Q	http://twitter.com/TheDePaulia
iDannieB	134617058	Just me being me.	http://twitter.com/iDannieB
weaglebec	36009041	Music Lover. Bird Watcher.	http://twitter.com/weaglebec
jenekool	21351617	retired nurse after 40 years, member #UniteBlue reading   History/antropology/sociology special interest. needlework/sewing/fishing,music I will block all RWNJs	http://twitter.com/jenekool
randompants	14517325	Pants. That is all.	http://twitter.com/randompants
meganmansell	68848910	Freelance science + culture writer. Community and Social Media for Sonic, fixing the Internet in America.	http://twitter.com/meganmansell
AcadNatSciPR	86426897	Academy of Natural Sciences of Drexel University Public Relations Contact: Carolyn Belardo, PR director, belardo@ansp.org. Former UPI editor and reporter.	http://twitter.com/AcadNatSciPR
ARPwyandotte	2895949338	instagram: ridered36 angela_rose_photography	http://twitter.com/ARPwyandotte
briancooley	14307102	Editor at CNET; Board of Directors, Marin Humane Society	http://twitter.com/briancooley
bankieT	267709760	Opinion Columnist at The Detroit News. Host, Redline on 910AM Super Station, Weekdays 12-2pm ET. Author.Tweets are mine. Retweets are no endorsements.	http://twitter.com/bankieT
TexasLoveDoc	447767878	President and Lead Psychotherapist @ Texas Relationship Therapy. Director @ Texas Sex therapy Institute.           Couples and Sex Therapy Specialist.	http://twitter.com/TexasLoveDoc
sfhillenbrand	818959795	Thinking Matters lecturer @Stanford, sometime brain scanner, science writer, feminist, treehugger, loose cannon.	http://twitter.com/sfhillenbrand
MBecstin	3303318582	Directioner((arianator)) INSTAGRAM: Mich_biebs FB: Mich Biëbs  Ask:Mich Biëbs +5217461132322 •SIGUEME && TE SIGO•	http://twitter.com/MBecstin
Smart_Cookie_KC	95325224	I want to inspire and motivate others. Love reading, writing, and learning new things. I write a blog called Treasure in Jars of Clay.	http://twitter.com/Smart_Cookie_KC
JadonsHope	459446726	JHF is dedicated to fighting SMA (#1 genetic killer of children under 2) through awareness, funding research for a cure, and helping families Dance in the Rain.	http://twitter.com/JadonsHope
beardedarmenian	18978204	Stay at Home(school) Dad hoping to one day get his heels down in downward dog. Pipeline Fighter. Kombucha brewer. Tour guide for @InfusionBrewing. Bartender.	http://twitter.com/beardedarmenian
blackboxvc	246175231	Empowering Born Global Startups with Silicon Valley Resources. Tweets by  @fbishara @crkaul @armaansheriff	http://twitter.com/blackboxvc
LaurenWeppler	927868561	WTOL Assistant News Director, loves the power of a well told story, tries to live simply, and tries to always see the positive side in every situation.	http://twitter.com/LaurenWeppler
SandysCleaners	1151669300	Premier dry cleaner in the Charleston, SC area. 7 locations with pick-up and delivery service. View all locations: http://t.co/LL13SGq4tP	http://twitter.com/SandysCleaners
EA_Inc	45613617	Commercial real estate firm specializing in asset mgmt, investment services, leasing, accounting services, construction mgmt, facilities and property mgmt	http://twitter.com/EA_Inc
Bombero559	111704894	Son (of God), father, and retired firefighter/paramedic...I live on or around my sons' playground: the baseball field... :)	http://twitter.com/Bombero559
luckyginnie	528687422	#Hillary2016 #ImWithHer #DemForum #uniteblue #voteblue #PoliticusUSA @RSN_Godot #notonemore #VettingBernie #NoMoreBushes!	http://twitter.com/luckyginnie
GendarmeCologne	299348140	Gendarme is not only a cologne but a full line of personal grooming products. Gendarme®, Grabazzi®, Gendarme V, Gendarme 20 & our women's line Carriere®	http://twitter.com/GendarmeCologne
tkhighcountry	909925417	Reporter for the Mountain Times, Watauga Democrat and Avery Journal Times	http://twitter.com/tkhighcountry
Buba232music	1107537697	Next musical artist to change the music industry all the way from Sierra Leone follow on Instagram @Buba232Music @110_Ent Facebook: David Dukusamba BUBA Conteh	http://twitter.com/Buba232music
IndiaOutof	1668962028	I am a passionate Indophile  who designs and leads private tours to India and SE Asia. http://t.co/x0qFTNeTfY	http://twitter.com/IndiaOutof
resurgentrep	71358042	An independent, not-for-profit organization which gauges public opinion and provides resources to advocate for conservative principles.	http://twitter.com/resurgentrep
_038799076457	495902693	Life crit, luxury lover, social conscience, Scorpio	http://twitter.com/_038799076457
waybord	619329724	@SCHTF Advocacy Coordinator, @ColumbiaNORML ED and President, @SCProNet community organizer, heavy sleeper, lives for spicy food, believer in the civic process.	http://twitter.com/waybord
TheStyledLifeCo	2397064680	Always know what to wear.	http://twitter.com/TheStyledLifeCo
debbie_cardos	1715873324	❤️ my JESUS ❤️ my husband and my kids no I'm not perfect, only my JESUS is. my maker, my healer, my deliverer, my ALL. #istandwithisrael	http://twitter.com/debbie_cardos
HeartNHunger	2431147452	Hungry Heart Confessions	http://twitter.com/HeartNHunger
NomadStack	3403652644	Resources, tips, tools and advice to start your own adventure around the world.	http://twitter.com/NomadStack
ebrpd	26857672	Live & scheduled messages from EBRPD Public Affairs. 1 888 EBPARKS. Public safety emergencies call (510) 881-1121. News: http://t.co/V56YleG7gk	http://twitter.com/ebrpd
HBAChicago	112379003	Hospitality Business Association of Chicago(HBAC)is a non-profit trade group for Chicago hospitality businesses. Formerly the Chicago Hospitality Association	http://twitter.com/HBAChicago
TrentonPoliceMi	2615590542	This is the Official Twitter account of the Trenton Police Department in Michigan. This is not monitored 24/7. Contact 734-676-3737 or 911 for any emergency.	http://twitter.com/TrentonPoliceMi
tizgreen	19252877	Mom. Wife. Italian. Lover of people, food, culture, art, sleep. Connector of people/ideas. My fam keeps me grounded & makes me laugh often. #live #laugh #love	http://twitter.com/tizgreen
AxiomCom	128290822	Positively Different Marketing®	http://twitter.com/AxiomCom
tjholmes	16145763	ABC News Anchor/Correspondent @GMA Facebook & instagram: @officialtjholmes	http://twitter.com/tjholmes
tadfriend	16443393	New Yorker writer, author of Cheerful Money. Squash player. Coffee guzzler.	http://twitter.com/tadfriend
